filename,add_lines,del_lines
.gitignore,2,0
.idea/codeStyles/Project.xml,15,0
.idea/codeStyles/codeStyleConfig.xml,5,0
.idea/copyright/kotlinx_serialization.xml,6,0
.idea/copyright/profiles_settings.xml,3,0
.idea/vcs.xml,5,2
README.md,1,1
core/jvmMain/src/kotlinx/serialization/internal/Caching.kt,5,2
docs/serializers.md,1,1
formats/README.md,24,159
formats/json-okio/commonMain/src/kotlinx/serialization/json/okio/OkioStreams.kt,6,6
formats/json-okio/commonMain/src/kotlinx/serialization/json/okio/internal/OkioJsonStreams.kt,9,9
formats/json-tests/commonTest/src/kotlinx/serialization/json/serializers/JsonPrimitiveSerializerTest.kt,80,0
formats/json/api/kotlinx-serialization-json.api,4,0
formats/json/commonMain/src/kotlinx/serialization/json/JsonElement.kt,35,10
formats/json/jsMain/src/kotlinx/serialization/json/internal/DynamicDecoders.kt,6,1
formats/json/jvmMain/src/kotlinx/serialization/json/internal/CharsetReader.kt,15,2
gradle/native-targets.gradle,26,20
