"2021-08-27T09:10:47Z","2021-09-27T14:28:49Z",2905,"Add `Flow<T>?.orEmpty(): Flow<T>` operator","https://github.com/Kotlin/kotlinx.coroutines/issues/2905","CLOSED","enhancement/use-case needed/flow"
"2021-08-18T12:23:19Z",,2886,"[Proposal] Primitive or Channel that guarantees the delivery and processing of items","https://github.com/Kotlin/kotlinx.coroutines/issues/2886","OPEN","enhancement"
"2021-08-10T20:43:24Z",,2867,"Provide an API to race coroutines (""losers"" are cancelled)","https://github.com/Kotlin/kotlinx.coroutines/issues/2867","OPEN","enhancement/structured concurrency"
"2021-08-10T06:22:13Z","2021-11-22T11:30:26Z",2865,"Binary incompatibitlity between different kotlinx-coroutines modules","https://github.com/Kotlin/kotlinx.coroutines/issues/2865","CLOSED","enhancement/For 1.6"
"2021-07-22T12:52:13Z","2021-11-22T11:30:28Z",2839,"Provide facilities for non-threadsafe mutable coroutine context element","https://github.com/Kotlin/kotlinx.coroutines/issues/2839","CLOSED","enhancement"
"2021-07-16T22:53:14Z",,2834,"Integration for Google API future","https://github.com/Kotlin/kotlinx.coroutines/issues/2834","OPEN","enhancement"
"2021-06-15T14:14:53Z","2021-10-11T14:03:20Z",2766,"CoroutineScope.produce should support graceful termination.","https://github.com/Kotlin/kotlinx.coroutines/issues/2766","CLOSED","enhancement"
"2021-06-11T21:38:57Z",,2758,"Utility for creating child scopes","https://github.com/Kotlin/kotlinx.coroutines/issues/2758","OPEN","enhancement/structured concurrency"
"2021-06-02T13:03:00Z","2021-07-09T14:53:16Z",2740,"Old reactive-streams version in kotlinx-coroutines-reactive","https://github.com/Kotlin/kotlinx.coroutines/issues/2740","CLOSED","enhancement"
"2021-04-16T16:04:33Z",,2656,"Stabilize Deferred.getCompleted and related","https://github.com/Kotlin/kotlinx.coroutines/issues/2656","OPEN","enhancement"
"2021-04-10T12:28:14Z","2021-04-26T20:08:30Z",2641,"Add runningFold function to Flow","https://github.com/Kotlin/kotlinx.coroutines/issues/2641","CLOSED","enhancement/flow"
"2021-03-21T17:44:08Z",,2596,"make CoroutineId public","https://github.com/Kotlin/kotlinx.coroutines/issues/2596","OPEN","enhancement/debug"
"2021-03-01T15:42:50Z","2021-11-22T11:30:23Z",2558,"Provide an API to close Dispatchers.Default and Dispatchers.IO","https://github.com/Kotlin/kotlinx.coroutines/issues/2558","CLOSED","enhancement/For 1.6"
"2021-02-24T15:23:33Z",,2551,"Provide an API to check whether debug mode is enabled","https://github.com/Kotlin/kotlinx.coroutines/issues/2551","OPEN","enhancement/debug"
"2021-02-05T19:12:09Z","2021-07-09T14:53:17Z",2527,"Proposal: Add await for play-services integration for Task constructed with CancellationToken","https://github.com/Kotlin/kotlinx.coroutines/issues/2527","CLOSED","enhancement"
"2021-01-27T18:43:27Z","2021-11-22T11:30:26Z",2502,"Proposal: Provide inline overloads of terminal operators returning Nothing for SharedFlow","https://github.com/Kotlin/kotlinx.coroutines/issues/2502","CLOSED","enhancement/flow"
"2021-01-25T11:29:52Z","2021-09-27T13:25:01Z",2494,"Detect inconsistencies between module versions","https://github.com/Kotlin/kotlinx.coroutines/issues/2494","CLOSED","enhancement"
"2020-12-22T20:07:25Z","2021-11-22T11:30:32Z",2462,"flowOn seems not consistent over time","https://github.com/Kotlin/kotlinx.coroutines/issues/2462","CLOSED","enhancement/question/flow/test"
"2020-12-16T23:11:50Z",,2449,"Investigate providing an API to combine coroutine builders and mutexes for a single line","https://github.com/Kotlin/kotlinx.coroutines/issues/2449","OPEN","enhancement/use-case needed"
"2020-12-05T14:19:46Z","2021-03-03T12:06:26Z",2432,"Upgrade to reactor 3.4.0","https://github.com/Kotlin/kotlinx.coroutines/issues/2432","CLOSED","enhancement"
"2020-12-03T13:23:49Z",,2426,"Attach coroutine context to copied exceptions","https://github.com/Kotlin/kotlinx.coroutines/issues/2426","OPEN","enhancement/debug"
"2020-11-30T16:41:13Z","2020-12-01T15:47:47Z",2419,"4-parameter version of `combine` does not use `combineUnsafe` ","https://github.com/Kotlin/kotlinx.coroutines/issues/2419","CLOSED","enhancement"
