filename,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207
idea/testData/quickfix/abstract/afterAbstractFunctionInNonAbstractClass.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractFunctionWithBody.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyInNonAbstractClass1.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyInNonAbstractClass2.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyInPrimaryConstructorParameters.kt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyNotInClass.kt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWIthInitializer2.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWIthInitializer3.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWithGetter1.kt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWithGetter2.kt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-1,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWithInitializer1.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterAbstractPropertyWithSetter.kt,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterMustBeInitializedOrBeAbstract.kt,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
idea/testData/quickfix/abstract/afterNonAbstractFunctionWithNoBody.kt,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
