filename,add_lines,del_lines
CHANGES.md,65,29
README.md,26,31
benchmarks/pom.xml,1,1
coroutines-guide.md,28,6
integration/README.md,38,11
integration/kotlinx-coroutines-guava/README.md,64,4
integration/kotlinx-coroutines-guava/pom.xml,78,0
integration/kotlinx-coroutines-guava/src/main/kotlin/kotlinx/coroutines/experimental/guava/ListenableFuture.kt,119,0
integration/kotlinx-coroutines-guava/src/test/kotlin/kotlinx/coroutines/experimental/guava/ListenableFutureTest.kt,158,0
integration/kotlinx-coroutines-jdk8/README.md,71,9
integration/kotlinx-coroutines-jdk8/pom.xml,72,3
integration/kotlinx-coroutines-jdk8/src/main/kotlin/kotlinx/coroutines/experimental/future/Future.kt,220,58
integration/kotlinx-coroutines-jdk8/src/test/kotlin/kotlinx/coroutines/experimental/future/FutureTest.kt,290,31
integration/kotlinx-coroutines-nio/README.md,13,2
integration/kotlinx-coroutines-nio/pom.xml,69,0
knit/README.md,8,9
knit/pom.xml,58,11
knit/resources/knit.properties,21,0
knit/src/Knit.kt,48,25
kotlinx-coroutines-core/README.md,1,2
kotlinx-coroutines-core/pom.xml,9,1
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/Builders.kt,4,4
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/Cancellable.kt,39,4
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/CancellableContinuation.kt,35,9
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/CoroutineDispatcher.kt,59,11
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/CoroutineScope.kt,1,1
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/CoroutineStart.kt,32,6
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/Deferred.kt,6,4
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/Job.kt,22,15
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/AbstractChannel.kt,205,188
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/Actor.kt,3,3
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/ArrayBroadcastChannel.kt,347,1
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/ArrayChannel.kt,14,19
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/BroadcastChannel.kt,26,0
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/channels/Channel.kt,31,11
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/internal/Symbol.kt,2,1
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/intrinsics/Undispatched.kt,9,6
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/selects/Select.kt,13,7
kotlinx-coroutines-core/src/main/kotlin/kotlinx/coroutines/experimental/sync/Mutex.kt,7,3
kotlinx-coroutines-core/src/test/kotlin/guide/example-sync-01b.kt,46,0
kotlinx-coroutines-core/src/test/kotlin/guide/test/GuideTest.kt,8,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/AtomicCancellationTest.kt,279,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/CancellableContinuationImplTest.kt,2,2
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/RunTest.kt,4,4
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/TestBase.kt,46,4
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/ArrayBroadcastChannelTest.kt,115,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/BroadcastChannelFactoryTest.kt,49,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/ChannelAtomicCancelStressTest.kt,3,3
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/ChannelFactoryTest.kt,50,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/ChannelSendReceiveStressTest.kt,3,3
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/SimpleSendReceiveTest.kt,13,7
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/channels/TestChannelKind.kt,34,0
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/selects/SelectJobTest.kt,2,2
kotlinx-coroutines-core/src/test/kotlin/kotlinx/coroutines/experimental/selects/SelectMutexTest.kt,2,2
kotlinx-coroutines-jdk8/pom.xml,1,46
kotlinx-coroutines-nio/pom.xml,1,52
pom.xml,34,30
reactive/README.md,4,4
