filename,add_lines,del_lines
binary-compatibility-validator/reference-public-api/kotlinx-coroutines-core.txt,14,6
binary-compatibility-validator/reference-public-api/kotlinx-coroutines-jdk8.txt,4,0
build.gradle,0,1
docs/basics.md,11,2
docs/exception-handling.md,2,3
docs/flow.md,4,6
gradle.properties,1,2
gradle/publish-bintray.gradle,12,14
integration/kotlinx-coroutines-jdk8/src/future/Future.kt,1,1
integration/kotlinx-coroutines-jdk8/src/stream/Stream.kt,33,0
integration/kotlinx-coroutines-jdk8/test/examples/CancelFuture-example.kt,0,31
integration/kotlinx-coroutines-jdk8/test/examples/ExplicitJob-example.kt,0,36
integration/kotlinx-coroutines-jdk8/test/examples/ToFuture-example.kt,0,23
integration/kotlinx-coroutines-jdk8/test/examples/Try.kt,0,26
integration/kotlinx-coroutines-jdk8/test/examples/simple-example-1.kt,0,22
integration/kotlinx-coroutines-jdk8/test/examples/simple-example-2.kt,0,22
integration/kotlinx-coroutines-jdk8/test/examples/simple-example-3.kt,0,26
integration/kotlinx-coroutines-jdk8/test/examples/withTimeout-example.kt,0,38
integration/kotlinx-coroutines-jdk8/test/stream/ConsumeAsFlowTest.kt,38,0
kotlinx-coroutines-bom/build.gradle,19,5
kotlinx-coroutines-core/build.gradle,4,1
kotlinx-coroutines-core/common/src/AbstractCoroutine.kt,9,5
kotlinx-coroutines-core/common/src/Builders.common.kt,22,12
kotlinx-coroutines-core/common/src/CancellableContinuationImpl.kt,1,4
kotlinx-coroutines-core/common/src/CompletedExceptionally.kt,13,3
kotlinx-coroutines-core/common/src/CoroutineScope.kt,1,1
kotlinx-coroutines-core/common/src/Debug.common.kt,30,0
kotlinx-coroutines-core/common/src/Job.kt,10,5
kotlinx-coroutines-core/common/src/JobSupport.kt,175,121
kotlinx-coroutines-core/common/src/ResumeMode.kt,1,62
kotlinx-coroutines-core/common/src/Timeout.kt,9,21
kotlinx-coroutines-core/common/src/channels/AbstractChannel.kt,75,97
kotlinx-coroutines-core/common/src/channels/ArrayChannel.kt,3,7
kotlinx-coroutines-core/common/src/channels/Broadcast.kt,8,7
kotlinx-coroutines-core/common/src/channels/ChannelCoroutine.kt,8,8
kotlinx-coroutines-core/common/src/channels/ConflatedBroadcastChannel.kt,1,1
kotlinx-coroutines-core/common/src/channels/Produce.kt,1,1
kotlinx-coroutines-core/common/src/flow/Channels.kt,1,1
kotlinx-coroutines-core/common/src/flow/Migration.kt,0,8
kotlinx-coroutines-core/common/src/flow/internal/Combine.kt,23,24
kotlinx-coroutines-core/common/src/flow/internal/FlowExceptions.common.kt,10,1
kotlinx-coroutines-core/common/src/flow/operators/Limit.kt,4,4
kotlinx-coroutines-core/common/src/flow/operators/Merge.kt,1,1
kotlinx-coroutines-core/common/src/flow/terminal/Collect.kt,1,0
kotlinx-coroutines-core/common/src/flow/terminal/Reduce.kt,2,2
kotlinx-coroutines-core/common/src/internal/DispatchedContinuation.kt,23,32
kotlinx-coroutines-core/common/src/internal/DispatchedTask.kt,25,43
kotlinx-coroutines-core/common/src/internal/Scopes.kt,20,26
kotlinx-coroutines-core/common/src/internal/StackTraceRecovery.common.kt,5,0
kotlinx-coroutines-core/common/src/intrinsics/Cancellable.kt,4,4
kotlinx-coroutines-core/common/src/intrinsics/Undispatched.kt,24,31
kotlinx-coroutines-core/common/src/selects/Select.kt,12,11
kotlinx-coroutines-core/common/test/flow/FlowInvariantsTest.kt,7,12
kotlinx-coroutines-core/common/test/flow/operators/CombineParametersTestBase.kt,12,12
kotlinx-coroutines-core/common/test/flow/operators/MapTest.kt,2,1
kotlinx-coroutines-core/common/test/flow/operators/TakeTest.kt,14,0
kotlinx-coroutines-core/common/test/flow/operators/TransformLatestTest.kt,1,13
kotlinx-coroutines-core/common/test/selects/SelectArrayChannelTest.kt,31,0
kotlinx-coroutines-core/common/test/selects/SelectRendezvousChannelTest.kt,15,0
kotlinx-coroutines-core/js/npm/README.md,0,19
kotlinx-coroutines-core/js/npm/package.json,0,26
kotlinx-coroutines-core/js/src/JSDispatcher.kt,2,2
kotlinx-coroutines-core/js/src/Promise.kt,1,1
kotlinx-coroutines-core/js/src/flow/internal/FlowExceptions.kt,4,1
kotlinx-coroutines-core/js/src/internal/StackTraceRecovery.kt,3,0
kotlinx-coroutines-core/jvm/src/Builders.kt,2,2
kotlinx-coroutines-core/jvm/src/Debug.kt,0,27
kotlinx-coroutines-core/jvm/src/channels/Actor.kt,1,1
kotlinx-coroutines-core/jvm/src/flow/internal/FlowExceptions.kt,5,1
kotlinx-coroutines-core/jvm/src/internal/LockFreeLinkedList.kt,1,1
kotlinx-coroutines-core/jvm/src/internal/StackTraceRecovery.kt,5,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testCancelledOffer.txt,15,5
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testOfferFromScope.txt,10,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testOfferWithContextWrapped.txt,9,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testOfferWithCurrentContext.txt,9,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testReceiveFromChannel.txt,8,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testReceiveFromClosedChannel.txt,8,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testReceiveOrNullFromClosedChannel.txt,8,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testSendFromScope.txt,10,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testSendToChannel.txt,12,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/channels/testSendToClosedChannel.txt,8,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testEventLoopDispatcher.txt,12,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testEventLoopDispatcherSuspending.txt,10,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedEventLoopChangedContext.txt,13,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedEventLoopChangedContextSuspending.txt,11,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedEventLoopDispatcher.txt,13,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedEventLoopDispatcherSuspending.txt,11,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedUnconfined.txt,13,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedUnconfinedChangedContext.txt,13,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedUnconfinedChangedContextSuspending.txt,11,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testNestedUnconfinedSuspending.txt,11,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testUnconfined.txt,12,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/resume-mode/testUnconfinedSuspending.txt,9,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/select/testSelectCompletedAwait.txt,7,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/select/testSelectJoin.txt,7,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/timeout/testStacktraceIsRecoveredFromLexicalBlockWhenTriggeredByChild.txt,7,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/timeout/testStacktraceIsRecoveredFromSuspensionPoint.txt,10,0
kotlinx-coroutines-core/jvm/test-resources/stacktraces/timeout/testStacktraceIsRecoveredFromSuspensionPointWithChild.txt,9,0
kotlinx-coroutines-core/jvm/test/AsyncJvmTest.kt,20,30
kotlinx-coroutines-core/jvm/test/channels/ActorTest.kt,1,1
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoveryChannelsTest.kt,182,2
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoveryNestedChannelsTest.kt,0,165
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoveryResumeModeTest.kt,149,0
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoverySelectTest.kt,53,0
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoveryTest.kt,32,80
kotlinx-coroutines-core/jvm/test/exceptions/StackTraceRecoveryWithTimeoutTest.kt,88,0
kotlinx-coroutines-core/jvm/test/exceptions/Stacktraces.kt,8,1
kotlinx-coroutines-core/jvm/test/internal/FastServiceLoaderTest.kt,2,3
kotlinx-coroutines-core/jvm/test/internal/SegmentQueueTest.kt,5,5
kotlinx-coroutines-core/jvm/test/{JoinStressTest.kt,,
kotlinx-coroutines-core/native/src/flow/internal/FlowExceptions.kt,4,1
kotlinx-coroutines-core/native/src/internal/StackTraceRecovery.kt,3,0
reactive/kotlinx-coroutines-reactive/test/ReactiveStreamTckTest.kt,1,1
reactive/kotlinx-coroutines-reactor/src/ReactorFlow.kt,1,1
reactive/kotlinx-coroutines-reactor/test/FlowAsFluxTest.kt,9,9
reactive/kotlinx-coroutines-reactor/test/FluxSingleTest.kt,8,2
reactive/kotlinx-coroutines-reactor/test/ReactorContextTest.kt,35,35
reactive/kotlinx-coroutines-rx2/test/ObservableSingleTest.kt,7,2
ui/kotlinx-coroutines-android/android-unit-tests/test/ordered/tests/CustomizedRobolectricTest.kt,1,1
ui/kotlinx-coroutines-android/test/R8ServiceLoaderOptimizationTest.kt,2,1
