filename,add_lines,del_lines
.gitignore,1,1
.idea/inspectionProfiles/idea_default.xml,4,0
.idea/libraries/js_libs.xml,0,1
.idea/libraries/junit_plugin.xml,3,1
.idea/runConfigurations/IDEA.xml,1,1
.idea/runConfigurations/IDEA__No_ProcessCanceledException_.xml,1,1
.idea/runConfigurations/Js_backend_tests.xml,1,3
.idea/vcs.xml,10,0
TeamCityBuild.xml,2,10
bin/kotlin,33,32
bin/run-test,7,7
build-tools/Wiki.txt,0,173
build-tools/build-tools.iml,20,10
build-tools/build.xml,0,503
build-tools/core/src/org/jetbrains/jet/buildtools/core/BytecodeCompiler.java,12,10
build-tools/ivy.xml,0,20
build-tools/ivyconf.xml,0,25
build-tools/lib/ant-contrib-1.0b3.jar,0,0
build-tools/test/compilation-fail/Bottles.kt,0,59
build-tools/test/compilation-fail/Smoke.kts,0,3
build-tools/test/hello/1/Hello.kt,0,3
build-tools/test/hello/2/Hello.kt,0,7
build-tools/test/hello/3/Hello.kt,0,4
build-tools/test/hello/4/Hello.kt,0,9
build-tools/test/hello/5/Hello.kt,0,9
build-tools/test/longer-examples/Bottles.kt,0,80
build-tools/test/longer-examples/HtmlBuilder.txt,0,146
build-tools/test/longer-examples/Life.kt,0,167
build-tools/test/longer-examples/Maze.txt,0,226
build-tools/test/modules/smoke/Smoke.kt,0,5
build-tools/test/modules/smoke/Smoke.kts,0,7
build.xml,558,447
compiler/backend/src/org/jetbrains/jet/cli/jvm/compiler/TipsManager.java,0,7
compiler/backend/src/org/jetbrains/jet/codegen/AnnotationCodegen.java,5,4
compiler/backend/src/org/jetbrains/jet/codegen/CallableMethod.java,1,1
compiler/backend/src/org/jetbrains/jet/codegen/ClassBodyCodegen.java,9,22
compiler/backend/src/org/jetbrains/jet/codegen/ClassCodegen.java,17,7
compiler/backend/src/org/jetbrains/jet/codegen/ClassFileFactory.java,7,5
compiler/backend/src/org/jetbrains/jet/codegen/ClosureAnnotator.java,45,42
compiler/backend/src/org/jetbrains/jet/codegen/ClosureCodegen.java,16,13
compiler/backend/src/org/jetbrains/jet/codegen/CodegenContext.java,25,214
compiler/backend/src/org/jetbrains/jet/codegen/CodegenContexts.java,244,0
compiler/backend/src/org/jetbrains/jet/codegen/CodegenUtil.java,3,2
compiler/backend/src/org/jetbrains/jet/codegen/ExpressionCodegen.java,57,40
compiler/backend/src/org/jetbrains/jet/codegen/FunctionCodegen.java,20,13
compiler/backend/src/org/jetbrains/jet/codegen/GeneratedAnonymousClassDescriptor.java,4,3
compiler/backend/src/org/jetbrains/jet/codegen/GenerationState.java,17,7
compiler/backend/src/org/jetbrains/jet/codegen/ImplementationBodyCodegen.java,16,9
compiler/backend/src/org/jetbrains/jet/codegen/JetTypeMapper.java,113,40
compiler/backend/src/org/jetbrains/jet/codegen/MemberCodegen.java,70,0
compiler/backend/src/org/jetbrains/jet/codegen/NamespaceCodegen.java,20,40
compiler/backend/src/org/jetbrains/jet/codegen/ObjectOrClosureCodegen.java,11,8
compiler/backend/src/org/jetbrains/jet/codegen/PropertyCodegen.java,7,6
compiler/backend/src/org/jetbrains/jet/codegen/ScriptCodegen.java,127,6
compiler/backend/src/org/jetbrains/jet/codegen/StackValue.java,5,9
compiler/backend/src/org/jetbrains/jet/codegen/intrinsics/IntrinsicMethods.java,75,76
compiler/backend/src/org/jetbrains/jet/codegen/signature/BothSignatureWriter.java,4,3
compiler/backend/src/org/jetbrains/jet/di/InjectorForJvmCodegen.java,31,1
compiler/cli/bin/kotlinc-js,86,0
compiler/cli/bin/kotlinc-js.bat,37,0
compiler/cli/bin/{kotlinc,,
compiler/cli/bin/{kotlinc.bat,,
compiler/cli/src/org/jetbrains/jet/cli/common/ArgsUtil.java,,
compiler/cli/src/org/jetbrains/jet/cli/common/CLICompiler.java,40,21
compiler/cli/src/org/jetbrains/jet/cli/common/CompilerArguments.java,5,0
compiler/cli/src/org/jetbrains/jet/cli/common/CompilerVersion.java,26,0
compiler/cli/src/org/jetbrains/jet/cli/common/messages/AnalyzerWithCompilerReport.java,1,0
compiler/cli/src/org/jetbrains/jet/cli/common/messages/PrintingMessageCollector.java,10,1
compiler/cli/src/org/jetbrains/jet/cli/common/{CompileEnvironmentConfig.java,,
compiler/cli/src/org/jetbrains/jet/cli/js/K2JSCompileEnvironmentConfiguration.java,2,2
compiler/cli/src/org/jetbrains/jet/cli/js/K2JSCompiler.java,175,122
compiler/cli/src/org/jetbrains/jet/cli/js/K2JSCompilerArguments.java,54,7
