filename,add_lines,del_lines
.idea/artifacts/KotlinPlugin.xml,2,2
.idea/codeStyleSettings.xml,7,5
.idea/compiler.xml,13,17
.idea/inspectionProfiles/idea_default.xml,3,3
.idea/libraries/asm.xml,0,13
.idea/libraries/asm_util.xml,11,11
.idea/libraries/idea_full.xml,691,694
.idea/libraries/intellij_core.xml,240,243
.idea/libraries/jline.xml,2,2
.idea/libraries/{asm_util.xml,,
.idea/modules.xml,1,0
.idea/runConfigurations/All_Compiler_Tests.xml,1,1
.idea/runConfigurations/All_IDEA_Plugin_Tests.xml,1,1
.idea/runConfigurations/All_Tests.xml,1,1
.idea/runConfigurations/Codegen_Tests_on_Android.xml,31,0
.idea/runConfigurations/Js_backend_tests.xml,4,4
Kotlin.iml,2,0
ReadMe.md,17,16
TeamCityBuild.xml,1,1
build-tools/ant/src/org/jetbrains/jet/buildtools/ant/BytecodeCompilerTask.java,63,44
build-tools/ant/src/org/jetbrains/jet/buildtools/ant/JavaScriptCompilerTask.java,1,1
build-tools/build-tools.iml,2,0
build-tools/core/src/org/jetbrains/jet/buildtools/core/BytecodeCompiler.java,130,100
build-tools/core/src/org/jetbrains/jet/buildtools/core/Util.java,6,6
build.xml,67,30
compiler/android-tests/android-module/AndroidManifest.xml,21,0
compiler/android-tests/android-module/ant.properties,18,0
compiler/android-tests/android-module/build.xml,19,0
compiler/android-tests/android-module/local.properties,12,0
compiler/android-tests/android-module/proguard-project.txt,20,0
compiler/android-tests/android-module/project.properties,14,0
compiler/android-tests/android-module/src/org/jetbrains/jet/compiler/android/AbstractCodegenTestCaseOnAndroid.java,41,0
compiler/android-tests/android-module/tested-module/AndroidManifest.xml,6,0
compiler/android-tests/android-tests.iml,19,0
compiler/android-tests/src/org/jetbrains/jet/compiler/CodegenTestsOnAndroidRunner.java,228,1
compiler/android-tests/src/org/jetbrains/jet/compiler/OutputUtils.java,97,38
compiler/android-tests/src/org/jetbrains/jet/compiler/PathManager.java,93,1
compiler/android-tests/src/org/jetbrains/jet/compiler/ant/AntRunner.java,126,20
compiler/android-tests/src/org/jetbrains/jet/compiler/download/SDKDownloader.java,224,0
compiler/android-tests/src/org/jetbrains/jet/compiler/emulator/Emulator.java,222,16
compiler/android-tests/src/org/jetbrains/jet/compiler/run/PermissionManager.java,69,17
compiler/android-tests/src/org/jetbrains/jet/compiler/run/RunUtils.java,188,10
compiler/android-tests/src/org/jetbrains/jet/compiler/run/result/RunResult.java,41,0
compiler/android-tests/tests/org/jetbrains/jet/compiler/android/AndroidRunner.java,53,0
compiler/android-tests/tests/org/jetbrains/jet/compiler/android/CodegenTestsOnAndroidGenerator.java,208,5
compiler/android-tests/tests/org/jetbrains/jet/compiler/android/SpecialFiles.java,98,1
compiler/backend/backend.iml,2,2
compiler/backend/src/org/jetbrains/jet/codegen/AnnotationCodegen.java,1,1
compiler/backend/src/org/jetbrains/jet/codegen/BuiltinToJavaTypesMapping.java,30,0
compiler/backend/src/org/jetbrains/jet/codegen/CallableMethod.java,3,3
compiler/backend/src/org/jetbrains/jet/codegen/ClassBodyCodegen.java,6,7
compiler/backend/src/org/jetbrains/jet/codegen/ClassBuilder.java,5,5
compiler/backend/src/org/jetbrains/jet/codegen/ClassBuilderFactories.java,3,3
compiler/backend/src/org/jetbrains/jet/codegen/ClassBuilderFactory.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/ClassCodegen.java,2,0
compiler/backend/src/org/jetbrains/jet/codegen/ClosureAnnotator.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/ClosureCodegen.java,29,9
compiler/backend/src/org/jetbrains/jet/codegen/CodeChunk.java,1,1
compiler/backend/src/org/jetbrains/jet/codegen/CodegenContext.java,16,3
compiler/backend/src/org/jetbrains/jet/codegen/CodegenContexts.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/ConstructorFrameMap.java,1,1
compiler/backend/src/org/jetbrains/jet/codegen/ExpressionCodegen.java,74,66
compiler/backend/src/org/jetbrains/jet/codegen/FunctionCodegen.java,91,57
compiler/backend/src/org/jetbrains/jet/codegen/GeneratedAnonymousClassDescriptor.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/GenerationState.java,8,7
compiler/backend/src/org/jetbrains/jet/codegen/ImplementationBodyCodegen.java,136,173
compiler/backend/src/org/jetbrains/jet/codegen/JetTypeMapper.java,21,16
compiler/backend/src/org/jetbrains/jet/codegen/NamespaceCodegen.java,4,4
compiler/backend/src/org/jetbrains/jet/codegen/ObjectOrClosureCodegen.java,4,3
compiler/backend/src/org/jetbrains/jet/codegen/PropertyCodegen.java,5,5
compiler/backend/src/org/jetbrains/jet/codegen/ScriptCodegen.java,41,47
compiler/backend/src/org/jetbrains/jet/codegen/StackValue.java,7,6
compiler/backend/src/org/jetbrains/jet/codegen/StubCodegen.java,3,3
compiler/backend/src/org/jetbrains/jet/codegen/TraitImplBodyCodegen.java,9,30
compiler/backend/src/org/jetbrains/jet/codegen/intrinsics/ArrayGet.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/intrinsics/ArrayIndices.java,2,2
compiler/backend/src/org/jetbrains/jet/codegen/intrinsics/ArrayIterator.java,2,3
compiler/backend/src/org/jetbrains/jet/codegen/intrinsics/ArraySet.java,2,2
